nro,Jerga,tipo,descripción corta,Descripción,fuente
1997,recurseo,Jerga,ingenio,Apelar al ingenio para salir de apuros económicos. Buscarse la vida./ En estos tiempos hay que recursearse como se pueda./ El Diego es el rey del recurseo.,https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
1998,rotos,Jerga,chilenos,adj. despect. para denominar a «chilenos»./ «Rotos fueron goleados 4-0».,https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
1999,sevillano,Jerga,plato de comida peruana muy popular,Cebiche. Plato bandera de la gastronomía peruana./ Ayer comimos un sevillano buenazo.,https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
2000,solano,Jerga,solitario,"Solo,a. Solitario,a. Se hizo popular por el apellido del jugador de fútbol Solano./ Estoy solano y sin compromiso.",https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
2001,tinka,Jerga,presentimiento,"«Me tinka que...». Me late que, presiento que.../ Me tinka que a la próxima nos quedamos sin pasajes.",https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
2002,tombería,Jerga,comisaría,Comisaría de policías.,https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
2003,ya'pe,Jerga,ya pues,"Ya pues./ Ya'pe, a las seis nos vemos.",https://www.wikilengua.org/index.php/Jerga_juvenil/Per%C3%BA
2004,Acasito no más,expresión,cerca de aquí,"Hace referencia para decir que algo está cerca, sin especificar la dirección.",https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2005,¿Cuál es tu cau cau?,expresión,cual es tu problema,Expresión que significa ‘¿Cuál es tu problema?’.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2006,Ser un Coca-Cola,expresión,estar loco,Se dice para expresar que una persona está loca.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2007,Qué lenteja,expresión,que lento,Se utiliza para decir que una persona es lenta.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2008,Cara e palo,Jerga,sin vergüenza,"Denota que alguien es un sinvergüenza y actúa sin ningún remordimiento, aunque critique las malas acciones de los demás.",https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2009,¡Oe!,Jerga,oye,Es una expresión que se dice para llamar la atención de una persona.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2010,Achacau,Jerga,que dolor,"Indica dolor, cuando alguien se hiere de manera repentina, es una expresión natural de los peruanos.",https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2011,Qué papaya,expresión,que fácil,Es una expresión para referirse a que algo es muy sencillo o fácil de hacer.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2012,Tirarse una cana al aire,expresión,ser infiel,Es cuando un miembro de la pareja está siendo infiel.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2013,Alalaw,Jerga,que frío,Es muy utilizada para decir que hace mucho frío.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2014,Kekes,Jerga,pasteles,Vocablo popular que quiere decir tortas o pasteles.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2015,Soroche,Jerga,mal de altura,Así les dicen los peruanos al fenómeno conocido como mal de altura.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2016,Te dieron por el chiquito,expresión,abisaron de ti,Expresión que se usa cuando se molesta a alguien.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2017,¡Qué paja!,expresión,genial,Frase que se emplea cuando una persona está feliz o emocionado por la situación que está ocurriendo.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2018,Estar en misión imposible,expresión,sin dinero,Expresión que se usa cuando alguien está en quiebra y no sabe cómo llegar a fin de mes.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2019,¿Qué tal cuero?,expresión,que atractivo,Quiere decir que una persona sobresale por su atractivo. Una forma de halagar el aspecto de una persona.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2020,Está a huevo,expresión,muy fácil,Se emplea para referirse a que algo es fácil de realizar.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2021,Es un lechero,expresión,que tiene buena suerte,Significa que una persona tiene buena suerte.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2022,Al toque,expresión,ahora mismo,"Quiere decir: inmediatamente, ahora mismo, dentro de unas pocas horas, mañana o en una semana. Así que hay que saber primero el contexto en que se utiliza para saber su significado exacto.",https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2023,Hacer rato,expresión,hacer tiempo,Expresión que significa pasar el rato o hacer tiempo.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2024,¡Qué palta!,expresión,que vergonzoso,Indica que algo es vergonzoso o para mostrar pena por una acción realizada.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2025,"Piña, pues",expresión,que pena,Se dice cuando una persona comparte sus penas con otra que lamenta oír esa desdicha.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2026,De la PM,expresión,genial,Es una expresión que indica algo positivo.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2027,Solo había cuatro gatos,expresión,pocas personas,Cuando en un lugar solo hay pocas personas.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2028,¡Qué yuca!,expresión,muy difícil,Expresión que se usa cuando algo es difícil.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2029,Darse en la mitra,expresión,golpearse en la cabeza,Se usa cuando alguien se golpea la cabeza.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2030,Lugar chupistico,expresión,taberna,Nombre que se le da a cualquier lugar para ir a beber.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2031,Me dejaron misio,expresión,que quede sin dinero,Expresión que significa que nos hemos quedado sin dinero.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2032,Habla causa,Jerga,hola amigo,Es una forma muy peculiar de iniciar una conversación entre amigos.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2033,Cañón,Jerga,de caracter dierte,Término para decir que una persona es de carácter fuerte.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2034,Ahí nos vidrios,expresión,nos vemos,Es una forma coloquial de decir: ‘ahí nos vemos’.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2035,Pisco,Jerga,bebida alcoholica,Es un brandy peruano a base de uvas.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2036,Bacán,Jerga,genial,Palabra que indica que algo está genial.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2037,Tener sencillo,expresión,tener dinero en efectivo,Expresión que se usa para decir que se tiene dinero en efectivo.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2038,Malograr,Jerga,estropear,Es estropear algo o echar a perder una cosa.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2039,¡Pe!,Jerga,pues,Frase que quiere decir pues.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2040,Ser espeso,expresión,insoportable,Es tener una actitud insoportable.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2041,Tacho,Jerga,bote de basura,Así se le dice al bote de basura.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2042,Qué paja,expresión,genial,Se utiliza para decir que alguien está feliz por algo ocurrido.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2043,Vamos a ver una pichanga,expresión,ver fútbol,Es una invitación para ir a ver fútbol.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2044,Lisura,Jerga,grosería,Es un sinónimo de grosería.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2045,Buenazo,Jerga,muy bueno,Una forma de decirle a los hombres que se creen atractivos,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2046,Esto es una chacota,expresión,es una broma,Indica que algo es una broma.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2047,Agarrar camote,expresión,tener cariño,Significa encariñarse con alguien.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2048,Estar chihuán,expresión,sin dinero,Es una referencia para decir que no se tiene dinero.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2049,Qué roche,expresión,que vergüenza,Significa que algo vergonzoso ha ocurrido.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2050,Chibolos,Jerga,niños,Una manera de referirse a los niños,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2051,Es una lataza,expresión,camino largo,Significa que es un camino muy largo o está muy lejos.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2052,Caseras,Jerga,vendedor frecuente,Así se le conoce a las vendedoras.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2053,Mancao,Jerga,muerto,Es una persona que ha fallecido.,https://psicologiaymente.com/reflexiones/palabras-expresiones-peruanas
2054,Estar asado,expresión,Estar enojado.,Estar enojado.,
2055,Estoy chihuán,expresión,Estar sin dinero.,Estar sin dinero.,
2056,Estar Huasca,expresión,Estar muy borracho.,Estar muy borracho.,
2057,Qué palta,expresión,Situación vergonzosa.,Situación vergonzosa.,
2058,Ser pollo,expresión,Persona con poca resistencia al alcohol.,Persona con poca resistencia al alcohol.,
2059,Me di en la mitra,expresión,Me golpeé la cabeza.,Me golpeé la cabeza.,
2060,Le sacó la vuelta,expresión,Le puso los cuernos.,Le puso los cuernos.,
2061,Nos metemos una bomba,expresión,Beber alcohol en grandes cantidades.,Beber alcohol en grandes cantidades.,
2062,Es un Coca-Cola,expresión,Persona que está loca.,Persona que está loca.,
2063,Qué piña,expresión,Mala suerte.,Mala suerte.,
2064,sopla nuca,expresión,Homosexual,Homosexual,
2065,jalarse el ganzo,expresión,acto de masturbasrse,acto de masturbasrse,
2066,tia veneno,expresión,comida chatarra,comida chatarra,
2067,tia tierrita,expresión,comida chatarra,comida chatarra,
2068,a naaaa,expresión,pero es nada,pero es nada,
2069,ojo de buen cubero,expresión,al tanteo,al tanteo,
2070,achicar la bomba,expresión,orinar,orinar,
2071,aguanta el carro,expresión,espera un momento,espera un momento,
2072,ahi los vidrios,expresión,ya nos vemos,ya nos vemos,
2073,andar aguja,expresión,no tener dinero,no tener dinero,
2074,año de la pera,expresión,epoca pasada,epoca pasada,
2075,aquisito nomas,expresión,cerca de aqui,cerca de aqui,
2076,no me baciles,expresión,no me mientas,no me mientas,
2077,entre los bomberos no se pisan mangueras,expresión,"Es una expresión que significa que entre los que hacen o actúan de igual manera no deben hacerse daño, sino que por el contrario, deben ayudarse mutuamente.","Es una expresión que significa que entre los que hacen o actúan de igual manera no deben hacerse daño, sino que por el contrario, deben ayudarse mutuamente.",
2078,las tres veces coronada,expresión,ciudad de lima,ciudad de lima,
2079,le patina el coco,expresión,Frase que los peruanos decimos cuando alguien esta loco,Frase que los peruanos decimos cuando alguien esta loco,
2080,le pisan el poncho,expresión,Su mujer lo manda,Su mujer lo manda,
2081,le pusieron tarjeta roja,expresión,Le dijeron que se fuera,Le dijeron que se fuera,
2082,los tramposos no se plantan solo descanzan,expresión,Significa que una persona q infiel muchas veces no cambia solo toma un respiro y vuelve a cometer sus infidelidades,Significa que una persona q infiel muchas veces no cambia solo toma un respiro y vuelve a cometer sus infidelidades,
2083,majado de yuca,expresión,"Comida piurana , plato típico","Comida piurana , plato típico",
2084,mujer de mundo,expresión,"Mujer que vivió más allá de su ventana, llegando a conocer a las personas,y se a dado el tiempo de observarlos, analizarlos, y reconocer tanto en hombres y mujeres su falsedad o viveza, y que a primera vista los rechaza.","Mujer que vivió más allá de su ventana, llegando a conocer a las personas,y se a dado el tiempo de observarlos, analizarlos, y reconocer tanto en hombres y mujeres su falsedad o viveza, y que a primera vista los rechaza.",
2085,no comer un huevo por no perder la cáscara,expresión,"Ser cicatero, sobre todo en la comida.","Ser cicatero, sobre todo en la comida.",
2086,no gastar pólvora en ganillazos,expresión,Gastar dinero en algo que no sirve,Gastar dinero en algo que no sirve,
2087,no tiene ni pies ni cabeza,expresión,"Frase que interpreta que no tiene sentido , no tiene base","Frase que interpreta que no tiene sentido , no tiene base",
2088,otorongo no come otorogo,expresión,Significa que personas de una misma profesión cofradia o institución no se acusan entre ellas (muy usada en política),Significa que personas de una misma profesión cofradia o institución no se acusan entre ellas (muy usada en política),
2089,paco judiarte,expresión,"Es cuando a alguna persona le toman el pelo , separacion de palabras","Es cuando a alguna persona le toman el pelo , separacion de palabras",
2090,pan con pavo,expresión,Es cuando llamas a una persona tonta o quedada (pavo),Es cuando llamas a una persona tonta o quedada (pavo),
2091,paño de agua tibia,expresión,Remedio ineficaz.,Remedio ineficaz.,
2092,poner caballo a uno,expresión,Hacer que se equivoque.,Hacer que se equivoque.,
2093,te hare morder el polvo,expresión,Mas usado en peleas signifca que seras el vencedor asi sea matandolo o derribandolo,Mas usado en peleas signifca que seras el vencedor asi sea matandolo o derribandolo,
2094,tener buen estomago,expresión,"Persona con mal gusto para conseguir parejas , tipo con mal gusto para las mujeres","Persona con mal gusto para conseguir parejas , tipo con mal gusto para las mujeres",
2095,tener la baticola floja,expresión,Tener diarrea.,Tener diarrea.,
2096,tenia una labia,expresión,"Facilidad de palabra , elocuente, encantador de serpientes","Facilidad de palabra , elocuente, encantador de serpientes",
2097,tornapurga,expresión,El día siguiente a aquel en que se tomó un purgante. Condición del purgado en ese día.,El día siguiente a aquel en que se tomó un purgante. Condición del purgado en ese día.,
2098,tos de perro,expresión,Tos fuerte,Tos fuerte,
2099,ver al diablo calato,expresión,Ver las estrellas.,Ver las estrellas.,
2100,volverse alergico a las mujeres,expresión,Frase que nos da interpretar que una persona se vuelve homosexual,Frase que nos da interpretar que una persona se vuelve homosexual,
2101,buenas noches los pastores,expresión,terminó,terminó,
2102,CHANCHA,Jerga,cuota de dinero,Es una reunión de dinero que hace un grupo de amigos para comprar alguna cosa en conjunto.,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2103,CHICHA,Jerga,bebiba,Bebida hecha a base de maíz.,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2104,FINTOSO,Jerga,engañoso,Persona que reacciona exageradamente ante alguna situación para llamar la atención.,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2105,FLOREAR,Jerga,fanfarronear,Decir mentiras para obtener algo a cambio.,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2106,HUACHIMÁN,Jerga,vigilante,"Proviene del inglés «watchman». Agente de seguridad, vigilante, celador.",https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2107,HUASCA,Jerga,ebrio,Persona ebria o pasada de copas. ,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2108,PIÑA,Jerga,desafortunado,Persona con mala suerte. Desafortunado. Se puede utilizar la frase,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2109,TAIPÁ,Jerga,abundante,Plato de comida muy bien servido. ,https://limabywalking.com/blog/es/tips/diccionario-de-jergas-peruanas/
2110,Canchitas,Jerga,Palomitas de maíz,Palomitas de maíz.,https://jergozo.com/diccionario-peruano
2111,Bróder,Jerga,Amigo,Amigo,https://jergozo.com/diccionario-peruano
2112,Germa,Jerga,Novia,Pareja semtimental Mujer,https://jergozo.com/diccionario-peruano
2113,Churro,Jerga,Hombre guapo,Persona agraciada físicamente,https://jergozo.com/diccionario-peruano
2114,Chancar,Jerga,golpear,"Triturar, machacar, moler, golepar",https://jergozo.com/diccionario-peruano
